id,room_type,price_per_night,minimum_nights,rating,number_of_reviews,availability,neighbourhood_group,neighbourhood,latitude,longitude
37961305,Shared room,1799,1,4.2,5,362,Manhattan,Washington Heights,40.83386,-73.94208
38149897,Entire home/apt,130,3,4.73,66,159,Brooklyn,Sheepshead Bay,40.59828,-73.95259
37971614,Entire home/apt,115,2,4.88,58,32,Brooklyn,East New York,40.66938,-73.88925
38153918,Entire home/apt,260,30,5.0,3,0,Brooklyn,Park Slope,40.66997,-73.98689
38296895,Entire home/apt,165,5,4.99,72,102,Queens,Ditmars Steinway,40.7768,-73.90887
38298583,Entire home/apt,110,30,4.91,11,0,Queens,Queens Village,40.72271,-73.73588
37971699,Private room,38,30,0.0,2,0,Queens,Rego Park,40.73186,-73.85667
38299089,Entire home/apt,350,5,4.33,12,257,Manhattan,Upper East Side,40.77797,-73.95368
38157081,Private room,91,30,0.0,0,0,Manhattan,Lower East Side,40.72026,-73.99376
38157396,Private room,78,30,0.0,0,0,Manhattan,Nolita,40.72185,-73.99386
37971873,Private room,125,5,5.0,11,0,Manhattan,Upper West Side,40.79298,-73.97346
38157609,Private room,78,30,0.0,0,0,Manhattan,Nolita,40.72192,-73.99506
38311444,Entire home/apt,239,21,4.82,11,25,Queens,Ridgewood,40.70891,-73.91413
37974260,Private room,175,1,0.0,0,0,Brooklyn,Bedford-Stuyvesant,40.67828,-73.92256
38157886,Private room,78,30,0.0,0,0,Manhattan,Nolita,40.72019,-73.9952
37984597,Entire home/apt,229,3,4.17,7,298,Manhattan,East Village,40.72547,-73.98264
38158125,Private room,81,30,0.0,0,0,Manhattan,Nolita,40.72153,-73.99547
38316335,Entire home/apt,85,5,4.76,59,103,Bronx,Pelham Gardens,40.86766,-73.84762
38317159,Private room,198,3,4.98,60,105,Brooklyn,Crown Heights,40.67353,-73.95566
37986967,Entire home/apt,269,5,5.0,5,20,Brooklyn,Bedford-Stuyvesant,40.67822,-73.93916
38158359,Private room,81,30,0.0,0,0,Manhattan,Lower East Side,40.72025,-73.99395
37987719,Entire home/apt,175,4,0.0,2,0,Manhattan,Lower East Side,40.72069,-73.99327
38159915,Private room,100,30,4.72,61,0,Manhattan,Greenwich Village,40.73129,-74.00097
38317957,Private room,49,2,4.0,4,77,Bronx,Williamsbridge,40.87712,-73.85696
37988664,Private room,82,21,4.97,36,23,Brooklyn,Windsor Terrace,40.65087,-73.97981
38320677,Private room,40,30,0.0,0,0,Bronx,Norwood,40.8744,-73.88387
38161096,Private room,47,30,4.14,7,364,Manhattan,Washington Heights,40.84361,-73.94062
37988953,Entire home/apt,135,30,4.7,92,89,Brooklyn,East Flatbush,40.66154,-73.92301
38161500,Entire home/apt,100,30,4.86,7,0,Brooklyn,Bushwick,40.69951,-73.91231
38323529,Private room,79,2,4.52,25,81,Queens,Flushing,40.76383,-73.82799
37990112,Entire home/apt,200,30,0.0,0,0,Queens,Long Island City,40.76667,-73.9342
38325958,Private room,200,30,0.0,0,0,Manhattan,East Harlem,40.79271,-73.94157
38328609,Private room,83,2,4.5,4,154,Brooklyn,Canarsie,40.64917,-73.90642
38161780,Private room,99,5,4.76,21,277,Queens,Ridgewood,40.69429,-73.90195
37992122,Entire home/apt,70,30,4.6,5,0,Brooklyn,Clinton Hill,40.69526,-73.96439
38161818,Private room,45,30,4.0,7,269,Manhattan,Washington Heights,40.84277,-73.94247
37992636,Entire home/apt,249,30,4.9,11,320,Manhattan,Upper East Side,40.76113,-73.95989
38164618,Entire home/apt,150,30,4.67,27,0,Brooklyn,East Flatbush,40.65553,-73.93153
38329522,Entire home/apt,150,30,4.42,24,0,Manhattan,Washington Heights,40.85466,-73.93064
37993547,Entire home/apt,249,30,4.78,9,311,Manhattan,Upper East Side,40.76052,-73.9596
38330175,Private room,93,1,4.94,126,16,Brooklyn,Fort Hamilton,40.61466,-74.03348
38164809,Private room,75,30,5.0,3,0,Brooklyn,Williamsburg,40.70961,-73.95369
37997011,Private room,139,5,0.0,2,77,Manhattan,Flatiron District,40.7433,-73.99101
38165648,Entire home/apt,145,4,4.81,18,0,Brooklyn,Williamsburg,40.7207,-73.95621
38166035,Private room,83,3,4.84,40,363,Brooklyn,Crown Heights,40.674496,-73.910583
38166568,Private room,88,2,4.83,47,0,Manhattan,Washington Heights,40.84773,-73.94353
38178779,Private room,100,2,4.45,33,61,Brooklyn,Cypress Hills,40.68672,-73.87607
38331745,Entire home/apt,125,5,4.4,57,336,Brooklyn,Prospect-Lefferts Gardens,40.66296,-73.95361
38347351,Entire home/apt,578,5,4.6,62,201,Manhattan,West Village,40.73282,-74.00061
38348978,Entire home/apt,190,3,4.26,90,53,Manhattan,Midtown,40.75442586101829,-73.97262515285716
38454938,Private room,125,30,4.74,27,296,Manhattan,Upper West Side,40.78237,-73.97438
38355263,Entire home/apt,120,30,0.0,0,0,Brooklyn,Bedford-Stuyvesant,40.68481,-73.92589
38456362,Entire home/apt,109,1,4.84,93,364,Brooklyn,Flatlands,40.6247,-73.93203
38355839,Private room,60,30,4.0,3,0,Brooklyn,Bushwick,40.68762,-73.91605
38179087,Entire home/apt,91,30,4.43,23,90,Queens,Flushing,40.74195,-73.81855
38456813,Entire home/apt,60,30,0.0,2,0,Brooklyn,Carroll Gardens,40.68289,-73.99259
38183143,Private room,109,2,4.92,49,0,Brooklyn,Red Hook,40.68017,-74.01165
38186479,Entire home/apt,80,30,4.97,64,27,Queens,Springfield Gardens,40.6849,-73.76061
38359468,Entire home/apt,75,30,5.0,10,52,Queens,Queens Village,40.70691,-73.73869
38457731,Private room,129,30,0.0,2,0,Manhattan,East Harlem,40.78789,-73.94335
38363300,Private room,58,1,4.3,10,0,Brooklyn,Williamsburg,40.71281,-73.94508
38186786,Entire home/apt,153,2,4.69,103,309,Brooklyn,East New York,40.67536,-73.88939
38459508,Private room,239,2,4.6,6,0,Manhattan,Lower East Side,40.71938,-73.9881
38189009,Entire home/apt,225,3,4.41,17,0,Manhattan,Chelsea,40.74907,-73.99655
38371078,Private room,50,30,0.0,1,0,Bronx,Parkchester,40.83533,-73.86114
38460129,Private room,60,30,0.0,1,0,Brooklyn,Canarsie,40.63647,-73.88602
38191536,Private room,211,30,0.0,2,365,Brooklyn,East Flatbush,40.65588,-73.93791
38461254,Shared room,42,30,5.0,4,330,Brooklyn,Bedford-Stuyvesant,40.68074,-73.94437
38194280,Entire home/apt,200,30,5.0,7,0,Manhattan,East Village,40.72697,-73.9861
38372835,Private room,65,1,4.87,175,167,Manhattan,Inwood,40.86291,-73.91783
38461525,Private room,141,2,4.86,69,40,Manhattan,Upper West Side,40.79766,-73.97192
38373110,Private room,70,30,5.0,3,0,Manhattan,Harlem,40.81269,-73.95272
38198444,Private room,32,30,4.75,4,277,Queens,Woodside,40.7426,-73.89321
38462360,Entire home/apt,250,7,5.0,15,9,Manhattan,East Village,40.72425,-73.97904
38377227,Entire home/apt,170,3,4.75,56,335,Queens,Springfield Gardens,40.67373,-73.75516
38462543,Private room,88,30,4.73,11,0,Manhattan,Harlem,40.81647,-73.93723
38202642,Entire home/apt,149,1,4.92,125,10,Brooklyn,Canarsie,40.64689,-73.89215
38464029,Private room,88,30,0.0,0,0,Queens,Ridgewood,40.70618,-73.91003
38205589,Private room,99,30,0.0,0,0,Manhattan,Upper West Side,40.80264,-73.965
38377425,Entire home/apt,175,30,0.0,1,0,Manhattan,Hell's Kitchen,40.7622,-73.99141
38377430,Private room,65,30,5.0,3,0,Queens,College Point,40.78242,-73.841
38464389,Entire home/apt,110,30,0.0,2,0,Brooklyn,Williamsburg,40.70856,-73.96135
38379068,Private room,105,3,4.93,115,165,Manhattan,Harlem,40.79896,-73.95373
38209884,Private room,70,30,5.0,8,305,Manhattan,Washington Heights,40.85197,-73.93235
38464396,Private room,70,30,4.29,7,365,Brooklyn,Bedford-Stuyvesant,40.67966,-73.94369
38212423,Entire home/apt,255,30,0.0,1,1,Manhattan,Financial District,40.70952,-74.01468
38382611,Entire home/apt,250,30,5.0,7,0,Queens,Astoria,40.76793,-73.92834
38464911,Shared room,40,30,4.29,7,352,Brooklyn,Bedford-Stuyvesant,40.68027,-73.9436
38465274,Shared room,45,30,0.0,2,339,Brooklyn,Bedford-Stuyvesant,40.6797,-73.94468
38384778,Entire home/apt,210,30,0.0,2,0,Brooklyn,DUMBO,40.70159,-73.98537
38213232,Entire home/apt,180,2,4.75,138,195,Brooklyn,Sunset Park,40.6654,-73.99399
38469091,Entire home/apt,136,1,4.85,178,339,Queens,Jamaica,40.672195,-73.77623
38214221,Private room,63,30,5.0,3,338,Brooklyn,Bedford-Stuyvesant,40.68151,-73.9454
38385758,Entire home/apt,333,3,4.96,81,63,Brooklyn,Williamsburg,40.71045,-73.96653
38477712,Private room,43,5,4.84,19,303,Brooklyn,Bushwick,40.69921,-73.92159
38385803,Entire home/apt,400,5,0.0,0,0,Brooklyn,Greenpoint,40.72042,-73.94154
38390610,Private room,41,30,4.57,7,334,Queens,Jackson Heights,40.74827,-73.87856
38215588,Private room,33,50,4.5,6,76,Staten Island,Grant City,40.57935,-74.1101
38480777,Entire home/apt,824,2,4.34,196,195,Manhattan,Financial District,40.70657,-74.00491
38215806,Shared room,1000,1,5.0,33,90,Brooklyn,Flatlands,40.63002,-73.947
38216335,Private room,55,5,4.89,28,0,Brooklyn,Crown Heights,40.67371,-73.92451
38390957,Private room,86,12,4.35,23,327,Manhattan,East Harlem,40.78977,-73.94731
38481108,Entire home/apt,145,30,4.69,32,79,Manhattan,Upper West Side,40.77685,-73.98055
38392173,Entire home/apt,85,30,4.67,4,0,Manhattan,Upper East Side,40.77016,-73.94777
38625308,Entire home/apt,199,30,5.0,3,338,Manhattan,Upper East Side,40.75974,-73.96154
38481169,Hotel room,184,1,4.11,9,3,Queens,Long Island City,40.75331,-73.93501
38392995,Private room,200,30,0.0,0,0,Bronx,Wakefield,40.89775,-73.84696
38483199,Private room,300,33,4.96,71,365,Brooklyn,Williamsburg,40.70707,-73.9382
38404770,Entire home/apt,503,2,4.59,87,232,Manhattan,Financial District,40.70655,-74.00652
38626886,Private room,56,30,4.64,14,0,Bronx,Kingsbridge,40.86817,-73.90162
38485346,Private room,45,30,0.0,0,0,Brooklyn,Bushwick,40.69534,-73.92294
38626897,Entire home/apt,200,30,5.0,6,0,Manhattan,East Village,40.73007,-73.98966
38409908,Entire home/apt,650,2,4.86,36,276,Brooklyn,Williamsburg,40.72,-73.94102
38486378,Entire home/apt,847,2,4.56,16,113,Manhattan,Financial District,40.70825,-74.00487
38413549,Private room,92,30,0.0,0,89,Manhattan,Harlem,40.80114,-73.95866
38628385,Private room,52,2,4.59,126,36,Queens,Elmhurst,40.73529,-73.87755
38489046,Entire home/apt,750,10,4.75,16,3,Manhattan,Tribeca,40.72074,-74.01042
38633932,Shared room,49,30,0.0,2,64,Queens,Flushing,40.76572,-73.79278
38414583,Private room,75,30,0.0,1,0,Brooklyn,Williamsburg,40.71331,-73.96111
38489373,Entire home/apt,220,30,0.0,1,0,Manhattan,Financial District,40.70684,-74.01378
38415504,Entire home/apt,75,3,3.43,7,340,Queens,Jamaica,40.67679,-73.79295
38644229,Private room,65,1,4.54,37,349,Queens,Jamaica,40.67908,-73.79145
38494298,Entire home/apt,140,30,4.83,144,62,Brooklyn,East New York,40.66958,-73.88896
38645311,Entire home/apt,143,1,4.45,47,112,Brooklyn,Prospect-Lefferts Gardens,40.65786,-73.95081
38496782,Entire home/apt,82,1,4.69,239,351,Brooklyn,Canarsie,40.64045,-73.89297
38645543,Entire home/apt,50,30,4.5,6,4,Brooklyn,Gravesend,40.58793,-73.98866
38415931,Entire home/apt,84,1,4.5,14,306,Queens,Richmond Hill,40.70439,-73.82442
38425543,Private room,59,30,4.86,22,23,Brooklyn,Williamsburg,40.71071,-73.94856
38497561,Private room,35,30,0.0,1,0,Brooklyn,Bushwick,40.69869,-73.92754
38428035,Private room,63,30,4.6,5,340,Brooklyn,Bedford-Stuyvesant,40.68074,-73.94437
38645666,Entire home/apt,85,2,4.5,22,347,Staten Island,Arrochar,40.59787,-74.06296
38498915,Entire home/apt,95,30,4.87,30,0,Brooklyn,Fort Greene,40.68768,-73.97085
38645667,Private room,55,30,0.0,0,0,Manhattan,Inwood,40.86687,-73.92632
38510238,Entire home/apt,150,3,0.0,1,0,Manhattan,Washington Heights,40.83511,-73.94411
38428985,Entire home/apt,164,30,4.45,11,0,Queens,East Elmhurst,40.76791,-73.877
38511282,Entire home/apt,150,5,5.0,47,5,Brooklyn,Flatbush,40.63452,-73.96537
38437586,Entire home/apt,42,2,4.7,11,0,Queens,Maspeth,40.73231,-73.89163
38645987,Private room,200,30,4.74,39,0,Brooklyn,Bedford-Stuyvesant,40.68531,-73.95541
38515796,Private room,250,2,4.81,16,64,Manhattan,Roosevelt Island,40.76352,-73.94841
38646409,Private room,80,1,4.77,143,5,Queens,East Elmhurst,40.7632,-73.86946
38437629,Entire home/apt,206,4,4.8,95,264,Brooklyn,Bedford-Stuyvesant,40.68482,-73.93029
38517357,Private room,175,4,4.8,5,178,Bronx,Williamsbridge,40.87775,-73.85832
38442158,Entire home/apt,94,30,4.0,14,0,Manhattan,Upper East Side,40.78499,-73.95258
38655825,Entire home/apt,180,30,4.67,9,167,Brooklyn,Bedford-Stuyvesant,40.68932,-73.93848
38521231,Private room,69,2,5.0,8,12,Brooklyn,Bushwick,40.70150631391255,-73.91343666563714
38664426,Entire home/apt,189,30,5.0,3,180,Brooklyn,East New York,40.66609,-73.87325
38666081,Entire home/apt,109,4,4.73,32,3,Brooklyn,Bedford-Stuyvesant,40.69271,-73.9431
38667434,Private room,234,30,0.0,1,0,Queens,Flushing,40.76601,-73.79413
38670210,Entire home/apt,399,30,4.3,10,365,Manhattan,Upper East Side,40.75884,-73.95945
38449283,Entire home/apt,400,30,4.75,8,0,Manhattan,Upper East Side,40.77165,-73.95086
38521947,Private room,80,30,0.0,0,0,Brooklyn,Bedford-Stuyvesant,40.69582,-73.94565
38688328,Entire home/apt,189,1,4.8,98,362,Bronx,Clason Point,40.80862,-73.85311
38694732,Private room,88,30,5.0,5,0,Brooklyn,Crown Heights,40.67337,-73.94967
38522188,Private room,85,30,4.9,20,56,Queens,Flushing,40.75784,-73.78813
38695193,Private room,79,30,0.0,2,0,Manhattan,Two Bridges,40.71204,-73.99701
38853605,Private room,27,30,0.0,2,0,Bronx,Mount Hope,40.84997,-73.90533
38522224,Entire home/apt,88,2,5.0,59,156,Queens,Rosedale,40.65731,-73.72959
38866096,Private room,60,30,4.73,22,180,Staten Island,West Brighton,40.63033,-74.11345
38866268,Entire home/apt,149,4,4.79,72,151,Brooklyn,Bedford-Stuyvesant,40.68216,-73.91092
38696509,Private room,64,2,4.86,108,53,Manhattan,Washington Heights,40.84336,-73.943
38522305,Private room,69,30,4.72,47,0,Manhattan,East Harlem,40.79905,-73.93762
38697036,Entire home/apt,160,30,4.94,101,163,Brooklyn,Carroll Gardens,40.67732,-74.0003
38524793,Entire home/apt,179,7,0.0,0,365,Bronx,Williamsbridge,40.8772,-73.85977
38698551,Entire home/apt,250,30,4.2,15,0,Manhattan,Midtown,40.74578,-73.98425
38866397,Private room,60,7,4.88,8,134,Brooklyn,Bedford-Stuyvesant,40.69431,-73.95537
38526362,Entire home/apt,1000,2,4.72,61,92,Queens,East Elmhurst,40.75767,-73.89801
38867085,Entire home/apt,110,2,5.0,3,226,Queens,Jamaica,40.66787,-73.76718
38702827,Private room,119,30,4.0,3,0,Manhattan,Chelsea,40.73935,-73.99819
38703384,Private room,99,30,4.38,8,0,Manhattan,Chelsea,40.73897,-73.99801
38526734,Shared room,33,30,0.0,0,0,Queens,Long Island City,40.74923,-73.95086
38529246,Entire home/apt,379,3,4.76,181,252,Manhattan,Theater District,40.76056,-73.98706
38703473,Entire home/apt,99,30,5.0,3,0,Brooklyn,Bedford-Stuyvesant,40.69293,-73.94971
38703932,Private room,99,30,4.2,5,0,Manhattan,Chelsea,40.73902,-73.99858
38870540,Entire home/apt,157,3,4.91,11,0,Bronx,Unionport,40.8251,-73.84716
38871574,Private room,60,30,4.67,3,365,Staten Island,West Brighton,40.63045,-74.11493
38535656,Private room,70,30,4.67,6,365,Brooklyn,Bedford-Stuyvesant,40.67981,-73.94382
38871661,Private room,69,4,4.98,81,176,Bronx,Morris Park,40.84771,-73.84733
38704132,Private room,99,30,3.75,4,0,Manhattan,Chelsea,40.74069,-73.99783
38536490,Entire home/apt,106,2,4.67,6,0,Brooklyn,Prospect-Lefferts Gardens,40.65607,-73.95715
38704688,Entire home/apt,150,60,0.0,0,338,Manhattan,Lower East Side,40.71171,-73.99189
38875424,Entire home/apt,169,30,4.92,13,115,Manhattan,Upper East Side,40.769524,-73.956451
38538837,Private room,90,30,0.0,2,0,Manhattan,East Harlem,40.78668,-73.94041
38877730,Entire home/apt,456,1,4.7,154,201,Manhattan,East Village,40.72518,-73.9845
38705874,Private room,55,30,0.0,0,0,Brooklyn,Bedford-Stuyvesant,40.68851,-73.94346
38539813,Private room,43,30,4.91,11,0,Brooklyn,Bedford-Stuyvesant,40.68086,-73.92826
38541050,Private room,89,30,0.0,2,0,Brooklyn,Bushwick,40.69297,-73.92686
38542488,Entire home/apt,129,30,5.0,5,0,Manhattan,Upper East Side,40.75996,-73.96085
38544065,Entire home/apt,170,30,0.0,1,0,Manhattan,Hell's Kitchen,40.76149,-73.9881
38879859,Private room,70,5,4.97,63,340,Bronx,Morris Park,40.84622,-73.84862
38546708,Entire home/apt,225,30,4.88,8,296,Manhattan,Upper East Side,40.76096,-73.96089
38547165,Entire home/apt,225,30,4.33,9,350,Manhattan,Upper East Side,40.76097,-73.96115
38547653,Private room,50,30,0.0,2,0,Brooklyn,Bushwick,40.70639,-73.91953
38550982,Entire home/apt,995,30,0.0,0,358,Manhattan,Theater District,40.76108,-73.98478
38551651,Entire home/apt,80,4,0.0,1,0,Brooklyn,Prospect-Lefferts Gardens,40.66216,-73.94929
38552103,Private room,38,1,4.92,52,0,Brooklyn,Bushwick,40.68343,-73.90611
38883635,Private room,49,30,4.5,10,201,Manhattan,Washington Heights,40.85469,-73.93299
38888708,Private room,86,30,0.0,2,0,Brooklyn,Williamsburg,40.71339,-73.94634
38889455,Private room,74,30,0.0,2,0,Brooklyn,Williamsburg,40.71527,-73.94656
38898269,Entire home/apt,220,2,4.86,130,168,Manhattan,Upper East Side,40.77208,-73.95351
38902678,Entire home/apt,264,2,4.79,48,8,Manhattan,Washington Heights,40.83138,-73.94075
38707413,Private room,70,30,0.0,0,0,Brooklyn,Crown Heights,40.67829,-73.94823
38720591,Entire home/apt,170,30,0.0,2,0,Brooklyn,Williamsburg,40.71787,-73.94262
38723597,Private room,75,30,0.0,0,0,Queens,Woodhaven,40.69031,-73.85632
38723925,Entire home/apt,271,1,4.71,7,0,Brooklyn,Williamsburg,40.7121696472168,-73.95645904541016
38553463,Entire home/apt,325,30,4.92,12,365,Manhattan,Upper East Side,40.75885,-73.95944
38905319,Private room,82,30,4.74,65,16,Brooklyn,Bedford-Stuyvesant,40.69433,-73.94808
38558695,Private room,125,30,4.69,32,0,Manhattan,East Harlem,40.79811,-73.93942
38906302,Private room,80,30,4.66,41,16,Brooklyn,Bedford-Stuyvesant,40.69441,-73.94682
38724583,Private room,250,1,4.21,14,0,Queens,Flushing,40.7242,-73.81021
38559180,Entire home/apt,250,3,4.65,24,45,Manhattan,Upper West Side,40.79754,-73.96283
38908049,Entire home/apt,125,3,4.43,7,0,Manhattan,Upper East Side,40.77916,-73.95052
38563645,Entire home/apt,739,4,5.0,4,215,Manhattan,Upper East Side,40.77424,-73.95739
38908280,Entire home/apt,167,30,4.98,43,245,Brooklyn,Williamsburg,40.71586,-73.95522
38908592,Entire home/apt,260,30,4.86,7,155,Manhattan,Hell's Kitchen,40.75409,-73.99675
38725189,Entire home/apt,105,30,4.91,93,174,Staten Island,West Brighton,40.63358,-74.11297
38725893,Private room,44,30,4.14,8,0,Manhattan,Washington Heights,40.83628,-73.94392
38573589,Private room,55,30,4.86,14,324,Bronx,Longwood,40.81992,-73.9079
38574077,Private room,60,3,4.56,118,318,Queens,Jackson Heights,40.7519,-73.86446
38728728,Entire home/apt,153,3,4.87,23,169,Brooklyn,Sunset Park,40.6523,-74.00992
38908757,Private room,130,30,4.6,5,0,Manhattan,Midtown,40.75358,-73.97244
38909805,Private room,99,1,0.0,0,365,Brooklyn,Bushwick,40.69374,-73.92026
38575019,Private room,114,2,4.75,4,323,Manhattan,East Village,40.73344,-73.98847
38910508,Entire home/apt,260,30,5.0,8,143,Manhattan,Hell's Kitchen,40.75554,-73.99513
38923034,Private room,82,30,4.65,31,16,Brooklyn,Bedford-Stuyvesant,40.69607,-73.94859
38923807,Shared room,40,30,4.6,5,278,Brooklyn,Bedford-Stuyvesant,40.68147,-73.94498
38924225,Shared room,43,30,0.0,1,365,Brooklyn,Bedford-Stuyvesant,40.67981,-73.94347
38924473,Entire home/apt,200,30,0.0,0,354,Brooklyn,Downtown Brooklyn,40.70058,-73.98702
38926445,Private room,45,60,4.75,4,0,Brooklyn,Bushwick,40.70433,-73.92685
38930954,Entire home/apt,135,28,5.0,60,8,Brooklyn,Park Slope,40.67766,-73.97523
38931289,Private room,88,5,5.0,3,360,Brooklyn,Bushwick,40.69864,-73.92559
38933636,Private room,66,5,0.0,2,350,Brooklyn,Bushwick,40.69906,-73.92493
38933996,Entire home/apt,80,4,4.79,99,106,Queens,Ridgewood,40.70204,-73.89544
38935166,Private room,60,30,0.0,2,0,Queens,Long Island City,40.75394,-73.92117
38936287,Private room,75,14,4.8,5,340,Brooklyn,Canarsie,40.64445,-73.89847
38747811,Private room,45,30,3.86,7,0,Queens,Flushing,40.75653,-73.8234
38575482,Entire home/apt,199,30,0.0,2,297,Manhattan,Upper East Side,40.76103,-73.9609
38747830,Entire home/apt,300,30,5.0,6,210,Manhattan,Midtown,40.7525,-73.97083
38947926,Entire home/apt,120,2,4.27,37,176,Staten Island,Mariners Harbor,40.62667,-74.15076
38582198,Private room,55,30,0.0,0,0,Brooklyn,Bushwick,40.69559,-73.91947
38953430,Private room,80,30,4.77,30,333,Manhattan,Harlem,40.8063,-73.94862
38749353,Private room,86,3,5.0,3,0,Brooklyn,Williamsburg,40.71789,-73.96165
38584270,Entire home/apt,293,30,4.62,13,295,Manhattan,Upper East Side,40.7593,-73.96107
38752368,Entire home/apt,137,1,4.76,34,0,Brooklyn,Williamsburg,40.71732,-73.96663
38954037,Private room,50,30,5.0,9,30,Manhattan,Washington Heights,40.84526,-73.9427
38584439,Entire home/apt,269,30,4.6,5,365,Manhattan,Upper East Side,40.76025,-73.95954
38956629,Hotel room,428,1,0.0,1,338,Manhattan,Midtown,40.75695,-73.97055
38956772,Hotel room,468,1,0.0,2,363,Manhattan,Midtown,40.75668,-73.97218
38755516,Private room,89,3,4.9,59,17,Manhattan,Harlem,40.82054,-73.9395
38584735,Private room,75,30,0.0,0,0,Brooklyn,Bedford-Stuyvesant,40.68749,-73.93744
38756007,Private room,50,30,0.0,0,0,Brooklyn,Bushwick,40.68943,-73.91943
38956793,Hotel room,594,1,0.0,0,365,Manhattan,Murray Hill,40.74949,-73.97842
38585874,Private room,58,2,4.89,27,0,Queens,Flushing,40.72891,-73.79491
38956813,Hotel room,518,1,0.0,0,318,Manhattan,Midtown,40.75706,-73.97213
38774302,Private room,250,1,4.33,6,0,Queens,Flushing,40.72363,-73.81033
38774455,Private room,250,1,3.5,6,0,Queens,Flushing,40.72423,-73.80877
38598735,Private room,125,30,0.0,2,0,Manhattan,Financial District,40.70684,-74.01231
38774972,Private room,55,1,4.5,6,0,Brooklyn,Crown Heights,40.67704,-73.94143
38956835,Hotel room,674,1,0.0,0,358,Manhattan,Murray Hill,40.74771,-73.97908
38956889,Hotel room,702,1,0.0,0,365,Manhattan,Murray Hill,40.74806,-73.97892
38599141,Shared room,80,30,0.0,1,0,Manhattan,Financial District,40.70516,-74.01281
38956942,Hotel room,1173,1,0.0,0,358,Manhattan,Murray Hill,40.74932,-73.97782
38603451,Entire home/apt,125,30,4.75,4,183,Manhattan,Upper East Side,40.7731,-73.95783
38956986,Hotel room,1331,1,0.0,0,334,Manhattan,Murray Hill,40.74953,-73.97849
38957054,Hotel room,1393,1,0.0,0,329,Manhattan,Murray Hill,40.74771,-73.9791
38776007,Entire home/apt,935,5,4.95,21,48,Manhattan,Upper West Side,40.77831,-73.98267
38617525,Private room,55,30,3.83,12,362,Queens,Flushing,40.74262,-73.81538
38776786,Entire home/apt,140,30,0.0,1,0,Queens,Whitestone,40.78284,-73.80585
38958253,Entire home/apt,207,30,4.86,7,307,Manhattan,Financial District,40.70829,-74.01318
38617814,Entire home/apt,270,5,4.93,59,217,Brooklyn,Bedford-Stuyvesant,40.68077,-73.94036
38958289,Entire home/apt,191,30,0.0,0,331,Manhattan,Financial District,40.71031,-74.01439
38778121,Private room,68,2,5.0,4,224,Bronx,Soundview,40.82775988376608,-73.8753837537099
38618500,Entire home/apt,213,2,4.88,154,243,Brooklyn,Carroll Gardens,40.6745,-73.99911
38779756,Entire home/apt,175,30,0.0,2,0,Brooklyn,Canarsie,40.63523,-73.91484
38958327,Entire home/apt,165,30,4.45,11,289,Manhattan,Financial District,40.71002,-74.01441
38958347,Entire home/apt,234,30,4.83,6,344,Manhattan,Financial District,40.71008,-74.01417
38619451,Private room,35,30,4.85,13,290,Queens,Flushing,40.75269,-73.82315
38958369,Entire home/apt,245,30,4.67,3,332,Manhattan,Financial District,40.70825,-74.01485
38958419,Entire home/apt,249,30,0.0,2,155,Manhattan,Financial District,40.71019,-74.01416
38780110,Private room,54,14,5.0,10,263,Queens,Fresh Meadows,40.75223,-73.78589
38623036,Private room,76,2,4.91,169,168,Bronx,Wakefield,40.90505,-73.84651
38780326,Entire home/apt,75,3,4.89,9,0,Brooklyn,Williamsburg,40.71091,-73.9499
38787352,Private room,118,4,3.5,7,0,Manhattan,Murray Hill,40.74815,-73.97679
38958450,Entire home/apt,276,30,4.6,5,303,Manhattan,Financial District,40.71014,-74.01448
38958466,Entire home/apt,203,30,5.0,3,339,Manhattan,Financial District,40.71014,-74.01454
38624089,Entire home/apt,289,2,4.75,12,314,Brooklyn,Sunset Park,40.63533,-74.01187
38962087,Entire home/apt,900,9,4.73,15,280,Manhattan,SoHo,40.7235,-74.00473
38624335,Entire home/apt,275,30,4.9,10,365,Manhattan,Upper East Side,40.76089,-73.95961
38970498,Entire home/apt,135,1,5.0,7,119,Brooklyn,Bushwick,40.69686,-73.93272
38794460,Private room,100,60,0.0,0,0,Queens,Maspeth,40.7318,-73.89958
38624428,Entire home/apt,375,30,5.0,4,340,Manhattan,Upper East Side,40.76081,-73.96153
38795690,Entire home/apt,249,30,0.0,0,0,Manhattan,Lower East Side,40.72173,-73.99353
38624439,Entire home/apt,299,30,5.0,5,297,Manhattan,Upper East Side,40.75965,-73.96125
38971745,Entire home/apt,303,4,4.84,45,48,Queens,Corona,40.73615,-73.85953
38624918,Private room,50,30,0.0,0,0,Brooklyn,Gowanus,40.68202,-73.98784
38796849,Private room,40,5,4.86,14,0,Brooklyn,East Flatbush,40.64869,-73.94718
38624988,Entire home/apt,325,30,5.0,7,336,Manhattan,Upper East Side,40.76106,-73.95926
38797417,Private room,80,30,0.0,1,0,Brooklyn,East Flatbush,40.65836,-73.92156
38975498,Entire home/apt,200,10,4.92,12,0,Manhattan,Upper East Side,40.77562,-73.95162
38625166,Entire home/apt,249,30,4.5,8,365,Manhattan,Upper East Side,40.75935,-73.95965
39023096,Hotel room,380,1,4.0,4,313,Manhattan,West Village,40.73671,-74.0054
38977877,Private room,36,30,4.7,33,2,Brooklyn,Crown Heights,40.67375,-73.92179
